company,dif,timestamp
ACS,0.08,16:09:54
ALMIRALL,3.01,16:09:45
AMADEUS,0.13,16:06:58
CAIXABANK,0.76,16:09:55
CELLNEX,2.75,16:09:25
ENAGAS,0.69,16:09:55
ENDESA,2.78,16:09:55
FLUIDRA,0.7,16:08:55
GRIFOLS CL.A,0.92,16:09:39
IBERDROLA,3.84,16:09:23
INDITEX,1.11,16:09:51
INM.COLONIAL,0.24,16:09:50
MAPFRE,1.13,16:09:54
NATURGY,3.24,16:09:45
PHARMA MAR,1.33,16:09:13
R.E.C.,2.57,16:09:20
REPSOL,2.06,16:09:41
ROVI,0.96,16:09:56
SIEMENS GAME,6.77,16:09:20
SOLARIA,5.77,16:09:48
TELEFONICA,1.13,16:09:28
ACERINOX,-1.84,16:09:02
AENA,-0.89,16:09:45
ARCELORMIT.,-4.12,16:09:54
B.SANTANDER,-1.47,16:09:26
BA.SABADELL,-0.67,16:08:56
BANKINTER,-0.04,16:08:55
BBVA,-1.86,16:08:32
CIE AUTOMOT.,-2.91,16:09:55
FERROVIAL,-0.41,16:08:25
IAG,-0.24,16:09:38
INDRA A,-1.82,16:09:48
MERLIN,-0.37,16:09:56
ACCIONA,3.1,16:10:07
ACS,0.12,16:10:10
ALMIRALL,3.01,16:10:19
AMADEUS,0.24,16:10:12
CAIXABANK,0.76,16:06:58
CELLNEX,2.77,16:10:22
ENAGAS,0.69,16:10:24
ENDESA,2.83,16:10:18
FLUIDRA,0.7,16:10:02
GRIFOLS CL.A,0.92,16:10:04
IBERDROLA,3.89,16:10:21
INDITEX,1.21,16:10:22
INM.COLONIAL,0.24,16:10:15
MAPFRE,1.13,16:10:13
MELIA HOTELS,0.08,16:10:12
NATURGY,3.24,16:10:12
PHARMA MAR,1.46,16:10:12
R.E.C.,2.57,16:09:20
REPSOL,2.06,16:10:20
ROVI,1.11,16:10:16
SIEMENS GAME,6.8,16:10:27
SOLARIA,5.81,16:10:19
TELEFONICA,1.17,16:10:12
ACERINOX,-1.86,16:10:06
AENA,-0.82,16:10:06
ARCELORMIT.,-4.09,16:10:24
B.SANTANDER,-1.39,16:10:08
BA.SABADELL,-0.67,16:08:56
BANKINTER,-0.04,16:10:21
BBVA,-1.84,16:08:32
CIE AUTOMOT.,-2.91,16:10:24
FERROVIAL,-0.41,16:10:09
IAG,-0.12,16:10:23
INDRA A,-1.82,16:10:13
MERLIN,-0.37,16:10:26
ACCIONA,3.1,16:10:07
ACS,0.12,16:10:10
ALMIRALL,3.01,16:10:19
AMADEUS,0.24,16:10:12
CAIXABANK,0.76,16:06:58
CELLNEX,2.77,16:10:22
ENAGAS,0.69,16:10:24
ENDESA,2.83,16:10:18
FLUIDRA,0.7,16:10:02
GRIFOLS CL.A,0.92,16:10:04
IBERDROLA,3.89,16:10:21
INDITEX,1.21,16:10:22
INM.COLONIAL,0.24,16:10:15
MAPFRE,1.13,16:10:13
MELIA HOTELS,0.08,16:10:12
NATURGY,3.24,16:10:12
PHARMA MAR,1.46,16:10:12
R.E.C.,2.57,16:09:20
REPSOL,2.06,16:10:20
ROVI,1.11,16:10:16
SIEMENS GAME,6.8,16:10:27
SOLARIA,5.81,16:10:19
TELEFONICA,1.17,16:10:12
ACERINOX,-1.86,16:10:06
AENA,-0.82,16:10:06
ARCELORMIT.,-4.09,16:10:24
B.SANTANDER,-1.39,16:10:08
BA.SABADELL,-0.67,16:08:56
BANKINTER,-0.04,16:10:21
BBVA,-1.84,16:08:32
CIE AUTOMOT.,-2.91,16:10:24
FERROVIAL,-0.41,16:10:09
IAG,-0.12,16:10:23
INDRA A,-1.82,16:10:13
MERLIN,-0.37,16:10:26
ACCIONA,3.1,16:10:07
ACS,0.12,16:10:10
ALMIRALL,3.01,16:10:19
AMADEUS,0.24,16:10:12
CAIXABANK,0.76,16:06:58
CELLNEX,2.8,16:10:22
ENAGAS,0.69,16:10:28
ENDESA,2.83,16:10:31
FLUIDRA,0.7,16:10:02
GRIFOLS CL.A,0.92,16:10:04
IBERDROLA,3.84,16:10:21
INDITEX,1.21,16:10:22
INM.COLONIAL,0.24,16:10:27
MAPFRE,1.13,16:10:13
MELIA HOTELS,0.08,16:10:12
NATURGY,3.2,16:10:12
PHARMA MAR,1.46,16:10:29
R.E.C.,2.46,16:09:20
REPSOL,2.06,16:10:20
ROVI,1.33,16:10:31
SIEMENS GAME,6.86,16:10:30
SOLARIA,5.95,16:10:19
TELEFONICA,1.17,16:10:12
ACERINOX,-1.86,16:10:06
AENA,-0.82,16:10:06
ARCELORMIT.,-4.0,16:10:24
B.SANTANDER,-1.43,16:10:08
BA.SABADELL,-0.67,16:10:32
BANKINTER,-0.04,16:10:21
BBVA,-1.84,16:10:30
CIE AUTOMOT.,-2.91,16:10:24
FERROVIAL,-0.41,16:10:31
IAG,-0.18,16:10:30
INDRA A,-1.82,16:10:30
MERLIN,-0.37,16:10:26
ACCIONA,3.1,16:10:10
ACS,0.04,16:11:04
ALMIRALL,3.01,16:10:12
AMADEUS,0.07,16:06:58
CAIXABANK,0.8,16:10:56
CELLNEX,2.8,16:10:50
ENAGAS,0.69,16:10:58
ENDESA,2.75,16:10:54
FLUIDRA,0.7,16:10:04
GRIFOLS CL.A,0.92,16:11:05
IBERDROLA,3.89,16:10:48
INDITEX,1.16,16:10:27
INM.COLONIAL,0.24,16:11:04
MAPFRE,1.13,16:10:12
NATURGY,3.2,16:10:46
PHARMA MAR,1.41,16:11:05
R.E.C.,2.46,16:09:20
REPSOL,2.19,16:10:20
ROVI,1.4,16:11:01
SIEMENS GAME,6.64,16:11:04
SOLARIA,5.81,16:10:56
TELEFONICA,1.17,16:10:55
ACERINOX,-1.86,16:10:06
AENA,-0.82,16:10:06
ARCELORMIT.,-3.94,16:10:55
B.SANTANDER,-1.41,16:10:08
BA.SABADELL,-0.49,16:10:32
BANKINTER,-0.04,16:10:52
BBVA,-1.82,16:10:30
CIE AUTOMOT.,-2.82,16:10:47
FERROVIAL,-0.41,16:10:44
IAG,-0.21,16:10:59
INDRA A,-1.82,16:11:00
MERLIN,-0.37,16:10:50
ACCIONA,3.04,16:11:40
ACS,0.04,16:11:04
ALMIRALL,3.01,16:10:12
AMADEUS,0.13,16:06:58
CAIXABANK,0.83,16:11:09
CELLNEX,2.84,16:11:35
ENAGAS,0.69,16:11:42
ENDESA,2.6,16:10:54
FLUIDRA,0.47,16:10:04
GRIFOLS CL.A,0.84,16:11:41
IBERDROLA,3.79,16:11:35
INDITEX,1.11,16:11:38
INM.COLONIAL,0.18,16:11:04
MAPFRE,1.13,16:11:29
NATURGY,3.09,16:11:35
PHARMA MAR,1.41,16:11:25
R.E.C.,2.38,16:11:26
REPSOL,2.27,16:11:29
ROVI,1.33,16:11:31
SIEMENS GAME,6.05,16:11:36
SOLARIA,5.77,16:11:42
TELEFONICA,1.24,16:11:28
ACERINOX,-1.86,16:11:28
AENA,-0.82,16:10:06
ARCELORMIT.,-3.82,16:10:55
B.SANTANDER,-1.36,16:10:08
BA.SABADELL,-0.49,16:11:37
BANKINTER,-0.04,16:11:09
BBVA,-1.79,16:11:38
CIE AUTOMOT.,-2.82,16:11:26
FERROVIAL,-0.45,16:11:42
IAG,-0.3,16:11:42
INDRA A,-1.87,16:11:34
MERLIN,-0.37,16:11:36
ACCIONA,3.04,16:11:40
ACS,0.04,16:11:04
ALMIRALL,3.01,16:10:12
AMADEUS,0.13,16:06:58
CAIXABANK,0.83,16:11:09
CELLNEX,2.84,16:11:35
ENAGAS,0.69,16:11:42
ENDESA,2.6,16:10:54
FLUIDRA,0.47,16:10:04
GRIFOLS CL.A,0.84,16:11:41
IBERDROLA,3.79,16:11:35
INDITEX,1.11,16:11:38
INM.COLONIAL,0.18,16:11:04
MAPFRE,1.13,16:11:29
NATURGY,3.09,16:11:35
PHARMA MAR,1.41,16:11:25
R.E.C.,2.38,16:11:26
REPSOL,2.27,16:11:29
ROVI,1.33,16:11:31
SIEMENS GAME,6.05,16:11:36
SOLARIA,5.77,16:11:42
TELEFONICA,1.24,16:11:28
ACERINOX,-1.86,16:11:28
AENA,-0.82,16:10:06
ARCELORMIT.,-3.82,16:10:55
B.SANTANDER,-1.36,16:10:08
BA.SABADELL,-0.49,16:11:37
BANKINTER,-0.04,16:11:09
BBVA,-1.79,16:11:38
CIE AUTOMOT.,-2.82,16:11:26
FERROVIAL,-0.45,16:11:42
IAG,-0.3,16:11:42
INDRA A,-1.87,16:11:34
MERLIN,-0.37,16:11:36
ACCIONA,3.1,16:12:12
ACS,0.08,16:12:11
ALMIRALL,3.01,16:12:11
AMADEUS,0.1,16:06:58
BANKINTER,0.04,16:12:15
CAIXABANK,0.89,16:12:14
CELLNEX,2.84,16:12:12
ENAGAS,0.69,16:12:13
ENDESA,2.62,16:11:55
FLUIDRA,0.47,16:12:16
GRIFOLS CL.A,0.89,16:12:11
IBERDROLA,3.84,16:11:38
INDITEX,1.26,16:11:55
INM.COLONIAL,0.24,16:11:45
MAPFRE,1.24,16:11:56
NATURGY,3.09,16:11:25
PHARMA MAR,1.41,16:11:26
R.E.C.,2.49,16:12:15
REPSOL,2.27,16:12:15
ROVI,1.33,16:12:11
SIEMENS GAME,6.2,16:11:56
SOLARIA,5.86,16:11:28
TELEFONICA,1.28,16:11:51
ACERINOX,-1.84,16:11:50
AENA,-0.75,16:12:14
ARCELORMIT.,-3.82,16:10:08
B.SANTANDER,-1.25,16:11:37
BA.SABADELL,-0.46,16:11:09
BBVA,-1.71,16:12:15
CIE AUTOMOT.,-2.82,16:12:15
FERROVIAL,-0.45,16:11:42
IAG,-0.21,16:12:11
INDRA A,-1.87,16:12:11
MERLIN,-0.37,16:12:12
ACCIONA,3.15,16:12:43
ACS,0.08,16:12:39
ALMIRALL,3.01,16:12:53
BANKINTER,0.07,16:12:11
CAIXABANK,0.92,16:06:58
CELLNEX,2.89,16:12:41
ENAGAS,0.79,16:12:14
ENDESA,2.83,16:12:49
FLUIDRA,0.62,16:12:22
GRIFOLS CL.A,0.89,16:12:27
IBERDROLA,4.04,16:12:52
INDITEX,1.16,16:12:46
INM.COLONIAL,0.42,16:12:38
MAPFRE,1.24,16:12:52
NATURGY,3.05,16:12:48
PHARMA MAR,1.41,16:12:48
R.E.C.,2.54,16:12:52
REPSOL,2.27,16:12:42
ROVI,1.33,16:12:32
SIEMENS GAME,6.36,16:12:49
SOLARIA,6.05,16:12:52
TELEFONICA,1.28,16:12:46
ACERINOX,-1.84,16:11:28
AENA,-0.75,16:12:53
AMADEUS,-0.07,16:12:52
ARCELORMIT.,-3.82,16:12:50
B.SANTANDER,-1.32,16:10:08
BA.SABADELL,-0.49,16:12:48
BBVA,-1.73,16:11:09
CIE AUTOMOT.,-2.72,16:12:27
FERROVIAL,-0.45,16:12:26
IAG,-0.36,16:11:42
INDRA A,-1.87,16:12:36
MELIA HOTELS,-0.15,16:12:44
MERLIN,-0.37,16:12:52
ACCIONA,3.15,16:12:43
ACS,0.08,16:13:23
ALMIRALL,3.01,16:13:12
AMADEUS,0.03,16:12:11
BANKINTER,0.04,16:06:58
CAIXABANK,0.89,16:13:12
CELLNEX,2.89,16:13:21
ENAGAS,0.79,16:13:20
ENDESA,2.81,16:13:21
FLUIDRA,0.62,16:13:06
GRIFOLS CL.A,0.89,16:13:19
IBERDROLA,3.99,16:13:08
INDITEX,1.11,16:13:11
INM.COLONIAL,0.42,16:12:52
MAPFRE,1.24,16:12:56
NATURGY,3.01,16:13:01
PHARMA MAR,1.33,16:12:57
R.E.C.,2.62,16:12:42
REPSOL,2.23,16:13:16
ROVI,1.33,16:13:15
SIEMENS GAME,6.52,16:13:12
SOLARIA,6.19,16:13:19
TELEFONICA,1.26,16:11:28
ACERINOX,-1.84,16:13:10
AENA,-0.75,16:12:52
ARCELORMIT.,-3.83,16:12:50
B.SANTANDER,-1.36,16:10:08
BA.SABADELL,-0.54,16:12:55
BBVA,-1.77,16:13:01
CIE AUTOMOT.,-2.72,16:13:17
FERROVIAL,-0.5,16:13:24
IAG,-0.42,16:13:05
INDRA A,-1.87,16:13:18
MELIA HOTELS,-0.15,16:13:08
MERLIN,-0.37,16:13:26
ACCIONA,3.15,16:12:43
ACS,0.08,16:13:23
ALMIRALL,3.01,16:13:12
AMADEUS,0.03,16:12:11
BANKINTER,0.04,16:06:58
CAIXABANK,0.89,16:13:12
CELLNEX,2.89,16:13:21
ENAGAS,0.79,16:13:20
ENDESA,2.81,16:13:21
FLUIDRA,0.62,16:13:06
GRIFOLS CL.A,0.89,16:13:19
IBERDROLA,3.99,16:13:08
INDITEX,1.11,16:13:11
INM.COLONIAL,0.42,16:12:52
MAPFRE,1.24,16:12:56
NATURGY,3.01,16:13:01
PHARMA MAR,1.33,16:12:57
R.E.C.,2.62,16:12:42
REPSOL,2.23,16:13:16
ROVI,1.33,16:13:15
SIEMENS GAME,6.52,16:13:12
SOLARIA,6.19,16:13:19
TELEFONICA,1.26,16:11:28
ACERINOX,-1.84,16:13:10
AENA,-0.75,16:12:52
ARCELORMIT.,-3.83,16:12:50
B.SANTANDER,-1.36,16:10:08
BA.SABADELL,-0.54,16:12:55
BBVA,-1.77,16:13:01
CIE AUTOMOT.,-2.72,16:13:17
FERROVIAL,-0.5,16:13:24
IAG,-0.42,16:13:05
INDRA A,-1.87,16:13:18
MELIA HOTELS,-0.15,16:13:08
MERLIN,-0.37,16:13:26
ACCIONA,3.15,16:13:55
ACS,0.04,16:13:58
ALMIRALL,3.01,16:13:53
AMADEUS,0.03,16:06:58
CAIXABANK,0.8,16:13:50
CELLNEX,2.98,16:13:54
ENAGAS,0.84,16:13:58
ENDESA,2.83,16:13:54
FLUIDRA,0.62,16:13:54
GRIFOLS CL.A,0.89,16:13:42
IBERDROLA,4.04,16:13:58
INDITEX,1.11,16:13:51
INM.COLONIAL,0.42,16:12:52
MAPFRE,1.24,16:13:53
NATURGY,3.01,16:13:55
PHARMA MAR,1.19,16:13:55
R.E.C.,2.62,16:12:42
REPSOL,2.19,16:13:16
ROVI,1.33,16:14:00
SIEMENS GAME,6.48,16:13:54
SOLARIA,6.24,16:13:41
TELEFONICA,1.24,16:11:28
ACERINOX,-1.84,16:13:55
AENA,-0.86,16:12:52
ARCELORMIT.,-3.8,16:13:54
B.SANTANDER,-1.41,16:13:54
BA.SABADELL,-0.62,16:13:35
BBVA,-1.82,16:13:48
CIE AUTOMOT.,-2.72,16:13:31
FERROVIAL,-0.7,16:13:54
IAG,-0.42,16:13:05
INDRA A,-1.87,16:13:59
MELIA HOTELS,-0.23,16:13:58
MERLIN,-0.37,16:13:28
ACCIONA,3.21,16:13:55
ACS,0.04,16:13:58
ALMIRALL,3.01,16:13:53
AMADEUS,0.03,16:06:58
CAIXABANK,0.83,16:13:50
CELLNEX,2.98,16:13:54
ENAGAS,0.84,16:14:05
ENDESA,2.83,16:13:54
FLUIDRA,0.62,16:13:54
GRIFOLS CL.A,1.09,16:14:07
IBERDROLA,4.04,16:14:04
INDITEX,1.11,16:13:51
INM.COLONIAL,0.42,16:12:52
MAPFRE,1.24,16:13:53
NATURGY,3.01,16:13:55
PHARMA MAR,1.19,16:13:55
R.E.C.,2.62,16:12:42
REPSOL,2.1,16:14:05
ROVI,1.33,16:14:06
SIEMENS GAME,6.48,16:14:07
SOLARIA,6.38,16:13:41
TELEFONICA,1.22,16:11:28
ACERINOX,-1.84,16:13:55
AENA,-0.86,16:12:52
ARCELORMIT.,-3.8,16:13:54
B.SANTANDER,-1.38,16:14:07
BA.SABADELL,-0.62,16:13:35
BBVA,-1.79,16:13:48
CIE AUTOMOT.,-2.72,16:13:31
FERROVIAL,-0.7,16:14:08
IAG,-0.47,16:13:05
INDRA A,-1.87,16:13:59
MELIA HOTELS,-0.23,16:14:01
MERLIN,-0.37,16:14:07
ACCIONA,3.15,16:13:55
ACS,0.04,16:13:58
ALMIRALL,3.01,16:14:21
CAIXABANK,0.8,16:06:58
CELLNEX,2.93,16:14:21
ENAGAS,0.79,16:14:25
ENDESA,2.73,16:14:30
FLUIDRA,0.62,16:14:14
GRIFOLS CL.A,1.09,16:13:54
IBERDROLA,3.89,16:14:18
INDITEX,0.96,16:14:30
INM.COLONIAL,0.42,16:14:23
MAPFRE,1.13,16:12:52
NATURGY,2.98,16:14:34
PHARMA MAR,1.19,16:14:29
R.E.C.,2.6,16:13:55
REPSOL,2.06,16:12:42
ROVI,1.33,16:14:20
SIEMENS GAME,6.23,16:14:30
SOLARIA,6.33,16:14:34
TELEFONICA,1.26,16:14:11
ACERINOX,-1.84,16:11:28
AENA,-0.89,16:13:55
AMADEUS,-0.03,16:14:26
ARCELORMIT.,-3.85,16:14:25
B.SANTANDER,-1.43,16:14:07
BA.SABADELL,-0.54,16:14:15
BBVA,-1.8,16:13:48
CIE AUTOMOT.,-2.72,16:14:11
FERROVIAL,-0.7,16:14:26
IAG,-0.42,16:13:05
INDRA A,-1.87,16:14:34
MELIA HOTELS,-0.15,16:14:34
MERLIN,-0.37,16:14:28
